"W1000T","UAA","WineShare","res","x","y"
0,7000,0,10000,5100,3750
0,2700,0,10000,5130,3750
0,6000,0,10000,5140,3750
0,9000,0,10000,5190,3750
0,2400,0,10000,5330,3750
0,5000,0,10000,4250,3740
0,3000,0,10000,4490,3740
0,900,0,10000,4500,3740
0,500,0,10000,4510,3740
0,900,0,10000,4520,3740
0,900,0,10000,4530,3740
0,500,0,10000,4540,3740
0,1200,0,10000,4550,3740
0,1700,0,10000,4560,3740
0,600,0,10000,4570,3740
0,1700,0,10000,4600,3740
0,1900,0,10000,4610,3740
0,2700,0,10000,4620,3740
0,400,0,10000,4630,3740
0,700,0,10000,4680,3740
0,3000,0,10000,4690,3740
0,1100,0,10000,4730,3740
0,4000,0,10000,5000,3740
0,3000,0,10000,5010,3740
0,1100,0,10000,5020,3740
0,6000,0,10000,5110,3740
0,8000,0,10000,5120,3740
0,4000,0,10000,5170,3740
0,6000,0,10000,5180,3740
0,6000,0,10000,5190,3740
0,6000,0,10000,5210,3740
0,5000,0,10000,4240,3730
0,2900,0,10000,4270,3730
0,1200,0,10000,4340,3730
0,2700,0,10000,4500,3730
0,180,0,10000,4510,3730
0,400,0,10000,4540,3730
0,1500,0,10000,4550,3730
0,800,0,10000,4560,3730
0,160,0,10000,4570,3730
0,1200,0,10000,4580,3730
0,700,0,10000,4590,3730
0,1300,0,10000,4620,3730
0,1000,0,10000,4630,3730
0,500,0,10000,4640,3730
0,600,0,10000,4650,3730
0,290,0,10000,4680,3730
0,4000,0,10000,4690,3730
0,1000,0,10000,5000,3730
0,3000,0,10000,5020,3730
0,2200,0,10000,5100,3730
0,2400,0,10000,5110,3730
0,12000,0,10000,5120,3730
0,6000,0,10000,5130,3730
0,4000,0,10000,5140,3730
0,10000,0,10000,5160,3730
0,4000,0,10000,5170,3730
0,8000,0,10000,5190,3730
0,1500,0,10000,5220,3730
0,4000,0,10000,5230,3730
0,800,0,10000,5350,3730
0,5000,0,10000,4220,3720
0,2500,0,10000,4230,3720
0,2300,0,10000,4240,3720
0,3000,0,10000,4270,3720
0,5000,0,10000,4500,3720
0,2100,0,10000,4510,3720
0,500,0,10000,4540,3720
0,500,0,10000,4550,3720
0,600,0,10000,4560,3720
0,220,0,10000,4570,3720
0,800,0,10000,4580,3720
0,600,0,10000,4590,3720
0,500,0,10000,4620,3720
0,500,0,10000,4630,3720
0,1500,0,10000,4640,3720
0,800,0,10000,4650,3720
0,270,0,10000,4680,3720
0,3000,0,10000,4690,3720
0,700,0,10000,5000,3720
0,6000,0,10000,5020,3720
0,7000,0,10000,5180,3720
0,6000,0,10000,5190,3720
0,2100,0,10000,5210,3720
0,3000,0,10000,5260,3720
0,4000,0,10000,5270,3720
0,1200,0,10000,5330,3720
0,1000,0,10000,5340,3720
0,1800,0,10000,5350,3720
0,4000,0,10000,4230,3710
0,4000,0,10000,4240,3710
0,1600,0,10000,4350,3710
0,6000,0,10000,4500,3710
0,900,0,10000,4520,3710
0,300,0,10000,4530,3710
0,170,0,10000,4540,3710
0,400,0,10000,4550,3710
0,500,0,10000,4560,3710
0,700,0,10000,4570,3710
0,700,0,10000,4580,3710
0,500,0,10000,4590,3710
0,170,0,10000,4600,3710
0,500,0,10000,4610,3710
0,210,0,10000,4640,3710
0,1000,0,10000,4650,3710
0,500,0,10000,4660,3710
0,400,0,10000,4670,3710
0,5000,0,10000,4720,3710
0,2900,0,10000,5140,3710
0,8000,0,10000,5170,3710
0,8000,0,10000,5200,3710
0,4000,0,10000,5210,3710
0,1800,0,10000,5320,3710
0,4000,0,10000,4480,3700
0,4000,0,10000,4490,3700
0,1500,0,10000,4520,3700
0,800,0,10000,4530,3700
0,280,0,10000,4540,3700
0,600,0,10000,4550,3700
0,900,0,10000,4560,3700
0,700,0,10000,4570,3700
0,500,0,10000,4580,3700
0,400,0,10000,4590,3700
0,600,0,10000,4600,3700
0,500,0,10000,4610,3700
0,700,0,10000,4640,3700
0,300,0,10000,4650,3700
0,1000,0,10000,4660,3700
0,600,0,10000,4670,3700
0,2500,0,10000,4720,3700
0,4000,0,10000,5150,3700
0,4000,0,10000,5170,3700
0,6000,0,10000,5190,3700
0,5000,0,10000,5210,3700
0,3000,0,10000,5230,3700
0,7000,0,10000,5240,3700
0,2800,0,10000,5250,3700
0,300,0,10000,5320,3700
0,1700,0,10000,5330,3700
0,3000,0,10000,5350,3700
0,800,0,10000,5360,3700
0,1300,0,10000,4200,3690
0,5000,0,10000,4210,3690
0,500,0,10000,4510,3690
0,1100,0,10000,4520,3690
0,400,0,10000,4530,3690
0,800,0,10000,4540,3690
0,1900,0,10000,4550,3690
0,1200,0,10000,4560,3690
0,1300,0,10000,4570,3690
0,200,0,10000,4580,3690
0,240,0,10000,4590,3690
0,1300,0,10000,4600,3690
0,1000,0,10000,4610,3690
0,400,0,10000,4620,3690
0,1600,0,10000,4630,3690
0,1800,0,10000,4640,3690
0,1600,0,10000,4650,3690
0,1200,0,10000,4660,3690
0,1400,0,10000,4670,3690
0,4000,0,10000,5030,3690
0,4000,0,10000,5180,3690
0,12000,0,10000,5190,3690
0,5000,0,10000,5210,3690
0,5000,0,10000,5220,3690
0,2000,0,10000,5360,3690
0,4000,0,10000,4240,3680
0,5000,0,10000,4320,3680
0,2600,0,10000,4340,3680
0,1200,0,10000,4510,3680
0,1100,0,10000,4520,3680
0,5000,0,10000,4570,3680
0,1000,0,10000,4580,3680
0,1300,0,10000,4590,3680
0,1700,0,10000,4610,3680
0,1000,0,10000,4620,3680
0,1600,0,10000,4630,3680
0,300,0,10000,4640,3680
0,2500,0,10000,4650,3680
0,600,0,10000,4660,3680
0,1100,0,10000,4670,3680
0,6000,0,10000,5160,3680
0,7000,0,10000,5210,3680
0,6000,0,10000,5220,3680
0,4000,0,10000,5230,3680
0,4000,0,10000,5240,3680
0,280,0,10000,5310,3680
0,1000,0,10000,5320,3680
0,2000,0,10000,5330,3680
0,1300,0,10000,5370,3680
0,5000,0,10000,4200,3670
0,2400,0,10000,4240,3670
0,5000,0,10000,4330,3670
0,2700,0,10000,4340,3670
0,2300,0,10000,4350,3670
0,500,0,10000,4460,3670
0,7000,0,10000,4480,3670
0,6000,0,10000,4490,3670
0,5000,0,10000,4500,3670
0,1400,0,10000,4520,3670
0,800,0,10000,4530,3670
0,2000,0,10000,4540,3670
0,1200,0,10000,4550,3670
0,4000,0,10000,4560,3670
0,3000,0,10000,4570,3670
0,5000,0,10000,4580,3670
0,2500,0,10000,4590,3670
0,2300,0,10000,4600,3670
0,2200,0,10000,4610,3670
NA,NA,0,10000,4680,3670
0,3000,0,10000,5070,3670
0,8000,0,10000,5170,3670
0,5000,0,10000,5200,3670
0,5000,0,10000,5210,3670
0,6000,0,10000,5220,3670
0,70,0,10000,5310,3670
0,700,0,10000,5350,3670
0,1900,0,10000,4200,3660
0,5000,0,10000,4210,3660
0,10000,0,10000,4240,3660
0,2800,0,10000,4330,3660
0,200,0,10000,4350,3660
0,1000,0,10000,4480,3660
0,5000,0,10000,4490,3660
0,2200,0,10000,4510,3660
0,2300,0,10000,4520,3660
0,1900,0,10000,4530,3660
0,2200,0,10000,4540,3660
0,5000,0,10000,4570,3660
0,5000,0,10000,4580,3660
0,6000,0,10000,4590,3660
0,2300,0,10000,4610,3660
0,6000,0,10000,5190,3660
0,700,0,10000,4480,3650
0,4000,0,10000,4490,3650
0,4000,0,10000,4510,3650
0,1700,0,10000,4540,3650
0,7000,0,10000,5180,3650
0,8000,0,10000,5200,3650
0,6000,0,10000,5230,3650
0,290,0,10000,5310,3650
0,700,0,10000,5320,3650
0,1900,0,10000,5330,3650
0,70,0,10000,5340,3650
0,4000,0,10000,4330,3640
0,800,0,10000,4480,3640
0,1100,0,10000,4490,3640
0,6000,0,10000,4530,3640
0,5000,0,10000,4540,3640
0,2800,0,10000,4560,3640
0,4000,0,10000,4570,3640
0,6000,0,10000,5200,3640
0,900,0,10000,5230,3640
0,5000,0,10000,5240,3640
0,2700,0,10000,4320,3630
0,1800,0,10000,4400,3630
0,2000,0,10000,4430,3630
0,900,0,10000,4480,3630
0,10000,0,10000,4520,3630
0,600,0,10000,5110,3630
0,8000,0,10000,5130,3630
0,6000,0,10000,5150,3630
0,7000,0,10000,5180,3630
0,4000,0,10000,5200,3630
0,1200,0,10000,5220,3630
0,800,0,10000,5230,3630
0,1100,0,10000,5320,3630
0,3000,0,10000,4200,3620
0,900,0,10000,4320,3620
0,600,0,10000,4330,3620
0,2200,0,10000,4380,3620
0,2300,0,10000,4390,3620
0,2800,0,10000,4430,3620
0,500,0,10000,4470,3620
0,900,0,10000,4480,3620
0,8000,0,10000,4520,3620
0,5000,0,10000,4530,3620
0,5000,0,10000,4540,3620
0,4000,0,10000,5050,3620
0,270,0,10000,5100,3620
0,400,0,10000,5110,3620
0,1100,0,10000,5120,3620
0,7000,0,10000,5150,3620
0,6000,0,10000,5190,3620
0,800,0,10000,5220,3620
0,3000,0,10000,5230,3620
0,1700,0,10000,5260,3620
0,800,0,10000,5290,3620
0,110,0,10000,5300,3620
0,500,0,10000,5310,3620
0,5000,0,10000,4300,3610
0,900,0,10000,4310,3610
0,800,0,10000,4330,3610
0,7000,0,10000,4420,3610
0,4000,0,10000,4430,3610
0,2800,0,10000,4460,3610
0,900,0,10000,4470,3610
0,3000,0,10000,4510,3610
0,3000,0,10000,4530,3610
0,2800,0,10000,4550,3610
0,5000,0,10000,4560,3610
0,3000,0,10000,5080,3610
0,2200,0,10000,5090,3610
0,130,0,10000,5110,3610
0,240,0,10000,5170,3610
0,3000,0,10000,5200,3610
0,600,0,10000,5210,3610
0,1000,0,10000,5280,3610
0,500,0,10000,5300,3610
0,3000,0,10000,4200,3600
0,3000,0,10000,4210,3600
0,2200,0,10000,4310,3600
0,4000,0,10000,4320,3600
0,7000,0,10000,4430,3600
0,8000,0,10000,4440,3600
0,3000,0,10000,4460,3600
0,8000,0,10000,4510,3600
0,4000,0,10000,4530,3600
0,6000,0,10000,4550,3600
0,8000,0,10000,4560,3600
0,2200,0,10000,4590,3600
0,800,0,10000,5130,3600
0,4000,0,10000,5170,3600
0,200,0,10000,5180,3600
0,4000,0,10000,5240,3600
0,190,0,10000,5290,3600
0,4000,0,10000,4220,3590
0,2800,0,10000,4300,3590
0,3000,0,10000,4350,3590
0,2600,0,10000,4360,3590
0,3000,0,10000,4430,3590
0,2500,0,10000,4550,3590
0,2400,0,10000,4580,3590
0,4000,0,10000,5140,3590
0,1700,0,10000,5270,3590
0,1200,0,10000,5290,3590
0,2100,0,10000,4220,3580
0,2000,0,10000,4230,3580
0,800,0,10000,4300,3580
0,4000,0,10000,4360,3580
0,800,0,10000,4370,3580
0,5000,0,10000,4420,3580
0,3000,0,10000,4430,3580
0,2500,0,10000,4530,3580
0,2200,0,10000,5130,3580
0,1600,0,10000,5210,3580
0,1300,0,10000,5270,3580
0,500,0,10000,5290,3580
0,6000,0,10000,4350,3570
0,8000,0,10000,4430,3570
0,4000,0,10000,4470,3570
0,5000,0,10000,5200,3570
0,3000,0,10000,5270,3570
0,5000,0,10000,4290,3560
0,7000,0,10000,4350,3560
0,4000,0,10000,4370,3560
0,4000,0,10000,4430,3560
0,4000,0,10000,4450,3560
0,10000,0,10000,5180,3560
0,1800,0,10000,5190,3560
0,2200,0,10000,5260,3560
0,2200,0,10000,5270,3560
0,2700,0,10000,4290,3550
0,5000,0,10000,4370,3550
0,6000,0,10000,4440,3550
0,2300,0,10000,4460,3550
0,2000,0,10000,4640,3550
0,800,0,10000,4830,3550
0,900,0,10000,5300,3550
0,500,0,10000,4320,3540
0,1000,0,10000,4330,3540
0,2200,0,10000,4340,3540
0,4000,0,10000,4360,3540
0,1300,0,10000,4370,3540
0,3000,0,10000,4440,3540
0,5000,0,10000,4460,3540
0,5000,0,10000,4820,3540
0,1600,0,10000,5230,3540
0,2700,0,10000,5240,3540
0,220,0,10000,5250,3540
0,1200,0,10000,4340,3530
0,2100,0,10000,4350,3530
0,5000,0,10000,4360,3530
0,1500,0,10000,4380,3530
0,4000,0,10000,4390,3530
0,1600,0,10000,4410,3530
0,1600,0,10000,4420,3530
0,5000,0,10000,4430,3530
0,800,0,10000,4790,3530
0,2400,0,10000,4800,3530
0,4000,0,10000,4820,3530
0,240,0,10000,5240,3530
0,40,0,10000,5250,3530
0,4000,0,10000,4280,3520
0,4000,0,10000,4290,3520
0,2700,0,10000,4300,3520
0,500,0,10000,4310,3520
0,2400,0,10000,4340,3520
0,700,0,10000,4350,3520
0,300,0,10000,4370,3520
0,3000,0,10000,4380,3520
0,2800,0,10000,4390,3520
0,5000,0,10000,4410,3520
0,6000,0,10000,4420,3520
0,8000,0,10000,4450,3520
0,1300,0,10000,4770,3520
0,1800,0,10000,4970,3520
0,600,0,10000,4990,3520
0,800,0,10000,5000,3520
0,3000,0,10000,5020,3520
0,1800,0,10000,5030,3520
0,3000,0,10000,5040,3520
0,6000,0,10000,5050,3520
0,1500,0,10000,5060,3520
0,2400,0,10000,5200,3520
0,500,0,10000,5230,3520
0,30,0,10000,5240,3520
0,400,0,10000,5250,3520
0,7000,0,10000,4250,3510
0,4000,0,10000,4280,3510
0,6000,0,10000,4310,3510
0,1100,0,10000,4360,3510
0,1200,0,10000,4380,3510
0,1700,0,10000,4390,3510
0,5000,0,10000,4440,3510
0,1400,0,10000,4450,3510
0,500,0,10000,5250,3510
0,4000,0,10000,4240,3500
0,1500,0,10000,4440,3500
0,1700,0,10000,4810,3500
0,7000,0,10000,4310,3490
0,1200,0,10000,4440,3490
0,4000,0,10000,4290,3480
0,4000,0,10000,4310,3480
0,2400,0,10000,4800,3480
0,6000,0,10000,4970,3480
0,3000,0,10000,4230,3470
0,6000,0,10000,4480,3470
0,6000,0,10000,4490,3470
0,240,0,10000,4690,3470
0,4000,0,10000,4700,3470
0,4000,0,10000,4240,3460
0,8000,0,10000,4480,3460
0,6000,0,10000,4490,3460
0,3000,0,10000,5110,3460
0,7000,0,10000,4480,3450
0,8000,0,10000,4490,3450
0,6000,0,10000,4690,3450
0,1700,0,10000,5090,3450
0,5000,0,10000,4360,3440
0,6000,0,10000,4370,3440
0,4000,0,10000,4480,3440
0,5000,0,10000,4490,3440
0,3000,0,10000,4630,3440
0,7000,0,10000,4690,3440
0,260,0,10000,5080,3440
0,800,0,10000,5090,3440
0,4000,0,10000,5100,3440
0,6000,0,10000,4300,3430
0,1600,0,10000,4370,3430
0,5000,0,10000,4420,3430
0,6000,0,10000,4430,3430
0,12000,0,10000,4440,3430
0,7000,0,10000,4450,3430
0,5000,0,10000,4460,3430
0,8000,0,10000,4470,3430
0,10000,0,10000,4480,3430
0,3000,0,10000,4490,3430
0,8000,0,10000,4500,3430
0,5000,0,10000,4510,3430
0,8000,0,10000,4520,3430
0,9000,0,10000,4530,3430
0,11000,0,10000,4540,3430
0,8000,0,10000,4550,3430
0,1200,0,10000,4680,3430
0,2800,0,10000,4690,3430
0,1700,0,10000,4700,3430
0,6000,0,10000,4710,3430
0,6000,0,10000,4260,3420
0,5000,0,10000,4360,3420
0,2100,0,10000,4370,3420
0,7000,0,10000,4420,3420
0,8000,0,10000,4430,3420
0,10000,0,10000,4440,3420
0,8000,0,10000,4450,3420
0,5000,0,10000,4460,3420
0,11000,0,10000,4470,3420
0,6000,0,10000,4480,3420
0,7000,0,10000,4490,3420
0,12000,0,10000,4500,3420
0,7000,0,10000,4510,3420
0,4000,0,10000,4520,3420
0,11000,0,10000,4530,3420
0,5000,0,10000,4540,3420
0,10000,0,10000,4550,3420
0,2500,0,10000,4680,3420
0,5000,0,10000,4690,3420
0,4000,0,10000,4270,3410
0,4000,0,10000,4310,3410
0,2600,0,10000,4360,3410
0,5000,0,10000,4370,3410
0,6000,0,10000,4380,3410
0,9000,0,10000,4390,3410
0,3000,0,10000,4400,3410
0,8000,0,10000,4410,3410
0,9000,0,10000,4420,3410
0,2800,0,10000,4430,3410
0,7000,0,10000,4440,3410
0,4000,0,10000,4450,3410
0,7000,0,10000,4460,3410
0,7000,0,10000,4470,3410
0,7000,0,10000,4480,3410
0,5000,0,10000,4490,3410
0,6000,0,10000,4500,3410
0,7000,0,10000,4510,3410
0,12000,0,10000,4520,3410
0,4000,0,10000,4530,3410
0,9000,0,10000,4540,3410
0,3000,0,10000,4550,3410
0,3000,0,10000,4620,3410
0,2800,0,10000,4680,3410
0,1200,0,10000,4160,3400
0,900,0,10000,4170,3400
0,7000,0,10000,4360,3400
0,5000,0,10000,4370,3400
0,7000,0,10000,4380,3400
0,8000,0,10000,4390,3400
0,6000,0,10000,4400,3400
0,5000,0,10000,4410,3400
0,5000,0,10000,4420,3400
0,6000,0,10000,4430,3400
0,2500,0,10000,4440,3400
0,8000,0,10000,4450,3400
0,4000,0,10000,4460,3400
0,4000,0,10000,4470,3400
0,8000,0,10000,4480,3400
0,5000,0,10000,4490,3400
0,8000,0,10000,4500,3400
0,5000,0,10000,4510,3400
0,6000,0,10000,4520,3400
0,10000,0,10000,4530,3400
0,8000,0,10000,4540,3400
0,6000,0,10000,4550,3400
0,600,0,10000,4600,3400
0,500,0,10000,4630,3400
0,4000,0,10000,4690,3400
0,1400,0,10000,4190,3390
0,7000,0,10000,4220,3390
0,3000,0,10000,4310,3390
0,1100,0,10000,4320,3390
0,3000,0,10000,4330,3390
0,6000,0,10000,4360,3390
0,7000,0,10000,4370,3390
0,5000,0,10000,4380,3390
0,10000,0,10000,4390,3390
0,3000,0,10000,4420,3390
0,4000,0,10000,4430,3390
0,6000,0,10000,4440,3390
0,6000,0,10000,4450,3390
0,8000,0,10000,4520,3390
0,10000,0,10000,4530,3390
0,6000,0,10000,4540,3390
0,10000,0,10000,4550,3390
0,1800,0,10000,4760,3390
0,5000,0,10000,4780,3390
0,2300,0,10000,4190,3380
0,1000,0,10000,4220,3380
0,5000,0,10000,4230,3380
0,7000,0,10000,4270,3380
0,400,0,10000,4310,3380
0,220,0,10000,4320,3380
0,4000,0,10000,4330,3380
0,4000,0,10000,4340,3380
0,5000,0,10000,4350,3380
0,6000,0,10000,4360,3380
0,8000,0,10000,4370,3380
0,4000,0,10000,4380,3380
0,5000,0,10000,4390,3380
0,6000,0,10000,4420,3380
0,6000,0,10000,4430,3380
0,8000,0,10000,4440,3380
0,5000,0,10000,4450,3380
0,5000,0,10000,4520,3380
0,800,0,10000,4530,3380
0,7000,0,10000,4540,3380
0,9000,0,10000,4550,3380
0,3000,0,10000,4770,3380
0,500,0,10000,4000,3370
0,6000,0,10000,4120,3370
0,3000,0,10000,4190,3370
0,4000,0,10000,4220,3370
0,6000,0,10000,4260,3370
0,1200,0,10000,4310,3370
0,3000,0,10000,4320,3370
0,5000,0,10000,4330,3370
0,6000,0,10000,4350,3370
0,2800,0,10000,4360,3370
0,4000,0,10000,4370,3370
0,6000,0,10000,4380,3370
0,7000,0,10000,4390,3370
0,6000,0,10000,4400,3370
0,7000,0,10000,4410,3370
0,4000,0,10000,4440,3370
0,10000,0,10000,4450,3370
0,5000,0,10000,4460,3370
0,3000,0,10000,4470,3370
0,4000,0,10000,4520,3370
0,4000,0,10000,4530,3370
0,4000,0,10000,4540,3370
0,8000,0,10000,4550,3370
0,4000,0,10000,4560,3370
0,9000,0,10000,4570,3370
0,7000,0,10000,4580,3370
0,11000,0,10000,4590,3370
0,400,0,10000,4760,3370
0,190,0,10000,5240,3370
0,2100,0,10000,4020,3360
0,5000,0,10000,4030,3360
0,4000,0,10000,4120,3360
0,4000,0,10000,4130,3360
0,5000,0,10000,4220,3360
0,5000,0,10000,4250,3360
0,7000,0,10000,4260,3360
0,7000,0,10000,4290,3360
0,11000,0,10000,4370,3360
0,6000,0,10000,4380,3360
0,7000,0,10000,4390,3360
0,3000,0,10000,4400,3360
0,4000,0,10000,4410,3360
0,6000,0,10000,4440,3360
0,4000,0,10000,4450,3360
0,5000,0,10000,4460,3360
0,6000,0,10000,4470,3360
0,1800,0,10000,4520,3360
0,1800,0,10000,4530,3360
0,5000,0,10000,4540,3360
0,5000,0,10000,4550,3360
0,5000,0,10000,4560,3360
0,11000,0,10000,4570,3360
0,10000,0,10000,4580,3360
0,7000,0,10000,4590,3360
0,1800,0,10000,4770,3360
0,5000,0,10000,4250,3350
0,7000,0,10000,4270,3350
0,6000,0,10000,4290,3350
0,4000,0,10000,4300,3350
0,2100,0,10000,4310,3350
0,4000,0,10000,4320,3350
0,4000,0,10000,4350,3350
0,1000,0,10000,4400,3350
0,5000,0,10000,4410,3350
0,4000,0,10000,4420,3350
0,3000,0,10000,4430,3350
0,5000,0,10000,4440,3350
0,10000,0,10000,4450,3350
0,2100,0,10000,4460,3350
0,9000,0,10000,4470,3350
0,5000,0,10000,4480,3350
0,4000,0,10000,4490,3350
0,4000,0,10000,4560,3350
0,6000,0,10000,4570,3350
0,8000,0,10000,4780,3350
0,5000,0,10000,4200,3340
0,4000,0,10000,4220,3340
0,6000,0,10000,4260,3340
0,1700,0,10000,4310,3340
0,2300,0,10000,4320,3340
0,4000,0,10000,4330,3340
0,5000,0,10000,4340,3340
0,4000,0,10000,4350,3340
0,6000,0,10000,4400,3340
0,4000,0,10000,4410,3340
0,12000,0,10000,4420,3340
0,12000,0,10000,4430,3340
0,7000,0,10000,4440,3340
0,4000,0,10000,4450,3340
0,11000,0,10000,4460,3340
0,9000,0,10000,4470,3340
0,6000,0,10000,4480,3340
0,5000,0,10000,4490,3340
0,4000,0,10000,4560,3340
0,5000,0,10000,4570,3340
0,2300,0,10000,4760,3340
0,1800,0,10000,3970,3330
0,5000,0,10000,4160,3330
0,5000,0,10000,4200,3330
0,2800,0,10000,4230,3330
0,4000,0,10000,4240,3330
0,4000,0,10000,4280,3330
0,6000,0,10000,4290,3330
0,8000,0,10000,4310,3330
0,3000,0,10000,4340,3330
0,11000,0,10000,4400,3330
0,2700,0,10000,4410,3330
0,2700,0,10000,4420,3330
0,2900,0,10000,4430,3330
0,10000,0,10000,4440,3330
0,5000,0,10000,4450,3330
0,7000,0,10000,4460,3330
0,5000,0,10000,4470,3330
0,2600,0,10000,4560,3330
0,3000,0,10000,4570,3330
0,6000,0,10000,4580,3330
0,7000,0,10000,4590,3330
0,1200,0,10000,4770,3330
0,1600,0,10000,3960,3320
0,1900,0,10000,3970,3320
0,1900,0,10000,3980,3320
0,4000,0,10000,4160,3320
0,4000,0,10000,4230,3320
0,4000,0,10000,4240,3320
0,5000,0,10000,4280,3320
0,6000,0,10000,4300,3320
0,2300,0,10000,4310,3320
0,4000,0,10000,4400,3320
0,4000,0,10000,4410,3320
0,4000,0,10000,4420,3320
0,4000,0,10000,4430,3320
0,2900,0,10000,4440,3320
0,7000,0,10000,4450,3320
0,8000,0,10000,4460,3320
0,6000,0,10000,4470,3320
0,2100,0,10000,4570,3320
0,5000,0,10000,4580,3320
0,8000,0,10000,4590,3320
0,6000,0,10000,4140,3310
0,5000,0,10000,4150,3310
0,4000,0,10000,4170,3310
0,5000,0,10000,4190,3310
0,6000,0,10000,4210,3310
0,5000,0,10000,4290,3310
0,3000,0,10000,4310,3310
0,5000,0,10000,4370,3310
0,6000,0,10000,4380,3310
0,5000,0,10000,4390,3310
0,8000,0,10000,4400,3310
0,2900,0,10000,4410,3310
0,3000,0,10000,4420,3310
0,7000,0,10000,4430,3310
0,9000,0,10000,4440,3310
0,2200,0,10000,4450,3310
0,6000,0,10000,4460,3310
0,10000,0,10000,4470,3310
0,5000,0,10000,4520,3310
0,8000,0,10000,4530,3310
0,6000,0,10000,4540,3310
0,6000,0,10000,4550,3310
0,2700,0,10000,4580,3310
0,3000,0,10000,4590,3310
0,4000,0,10000,4140,3300
0,7000,0,10000,4200,3300
0,7000,0,10000,4220,3300
0,5000,0,10000,4250,3300
0,5000,0,10000,4280,3300
0,1000,0,10000,4300,3300
0,5000,0,10000,4310,3300
0,5000,0,10000,4360,3300
0,3000,0,10000,4370,3300
0,6000,0,10000,4380,3300
0,5000,0,10000,4390,3300
0,4000,0,10000,4400,3300
0,7000,0,10000,4410,3300
0,9000,0,10000,4420,3300
0,4000,0,10000,4430,3300
0,7000,0,10000,4440,3300
0,5000,0,10000,4450,3300
0,4000,0,10000,4460,3300
0,4000,0,10000,4470,3300
0,4000,0,10000,4520,3300
0,1600,0,10000,4530,3300
0,2000,0,10000,4540,3300
0,2400,0,10000,4550,3300
0,4000,0,10000,4580,3300
0,4000,0,10000,4590,3300
0,7000,0,10000,4130,3290
0,4000,0,10000,4140,3290
0,6000,0,10000,4210,3290
0,8000,0,10000,4220,3290
0,5000,0,10000,4270,3290
0,5000,0,10000,4280,3290
0,2500,0,10000,4290,3290
0,1200,0,10000,4300,3290
0,2500,0,10000,4310,3290
0,2800,0,10000,4320,3290
0,2200,0,10000,4330,3290
0,1800,0,10000,4340,3290
0,1600,0,10000,4350,3290
0,5000,0,10000,4370,3290
0,8000,0,10000,4400,3290
0,6000,0,10000,4410,3290
0,7000,0,10000,4420,3290
0,7000,0,10000,4430,3290
0,10000,0,10000,4440,3290
0,7000,0,10000,4450,3290
0,7000,0,10000,4520,3290
0,3000,0,10000,4530,3290
0,400,0,10000,4540,3290
0,1000,0,10000,4550,3290
0,4000,0,10000,4560,3290
0,7000,0,10000,4570,3290
0,3000,0,10000,4580,3290
0,7000,0,10000,4590,3290
0,5000,0,10000,4200,3280
0,7000,0,10000,4210,3280
0,8000,0,10000,4220,3280
0,5000,0,10000,4240,3280
0,5000,0,10000,4260,3280
0,5000,0,10000,4270,3280
0,6000,0,10000,4280,3280
0,3000,0,10000,4300,3280
0,2400,0,10000,4310,3280
0,4000,0,10000,4320,3280
0,4000,0,10000,4330,3280
0,5000,0,10000,4340,3280
0,7000,0,10000,4350,3280
0,4000,0,10000,4360,3280
0,6000,0,10000,4400,3280
0,4000,0,10000,4410,3280
0,10000,0,10000,4420,3280
0,7000,0,10000,4430,3280
0,6000,0,10000,4440,3280
0,7000,0,10000,4450,3280
0,2200,0,10000,4520,3280
0,2300,0,10000,4530,3280
0,1300,0,10000,4540,3280
0,2300,0,10000,4550,3280
0,8000,0,10000,4560,3280
0,6000,0,10000,4570,3280
0,2900,0,10000,4580,3280
0,8000,0,10000,4590,3280
0,9000,0,10000,4200,3270
0,6000,0,10000,4230,3270
0,3000,0,10000,4270,3270
0,3000,0,10000,4360,3270
0,2300,0,10000,4370,3270
0,8000,0,10000,4380,3270
0,6000,0,10000,4390,3270
0,7000,0,10000,4440,3270
0,9000,0,10000,4450,3270
0,5000,0,10000,4460,3270
0,5000,0,10000,4470,3270
0,900,0,10000,3950,3260
0,4000,0,10000,4120,3260
0,4000,0,10000,4130,3260
0,6000,0,10000,4190,3260
0,8000,0,10000,4200,3260
0,5000,0,10000,4210,3260
0,5000,0,10000,4230,3260
0,7000,0,10000,4240,3260
0,4000,0,10000,4260,3260
0,4000,0,10000,4270,3260
0,3000,0,10000,4360,3260
0,4000,0,10000,4380,3260
0,5000,0,10000,4390,3260
0,4000,0,10000,4440,3260
0,7000,0,10000,4450,3260
0,4000,0,10000,4460,3260
0,5000,0,10000,4470,3260
0,4000,0,10000,4180,3250
0,4000,0,10000,4260,3250
0,4000,0,10000,4370,3250
0,8000,0,10000,4380,3250
0,8000,0,10000,4390,3250
0,400,0,10000,3930,3240
0,5000,0,10000,4240,3240
0,5000,0,10000,4250,3240
0,5000,0,10000,4260,3240
0,6000,0,10000,4270,3240
0,4000,0,10000,4360,3240
0,5000,0,10000,4370,3240
0,3000,0,10000,4380,3240
0,5000,0,10000,4390,3240
0,6000,0,10000,4150,3230
0,2700,0,10000,4280,3230
0,5000,0,10000,4290,3230
0,2900,0,10000,4350,3230
0,8000,0,10000,4360,3230
0,4000,0,10000,4370,3230
0,8000,0,10000,4380,3230
0,2100,0,10000,4390,3230
0,9000,0,10000,4400,3230
