"W1000T","UAA","WineShare","res","x","y"
70,210,0.33,5000,2790,2295
180,290,0.62,5000,2795,2295
150,220,0.68,5000,2800,2295
130,170,0.76,5000,2805,2295
30,60,0.5,5000,2810,2295
220,250,0.88,5000,2815,2295
400,500,0.8,5000,3770,2295
110,250,0.44,5000,3775,2295
250,270,0.93,5000,3780,2295
500,1500,0.33,5000,3785,2295
800,1000,0.8,5000,3790,2295
900,1000,0.9,5000,3795,2295
110,250,0.44,5000,3810,2295
400,600,0.67,5000,3815,2295
270,400,0.68,5000,3940,2295
220,700,0.31,5000,3945,2295
NA,NA,NA,5000,4130,2295
500,1100,0.45,5000,4390,2295
260,1000,0.26,5000,4395,2295
100,500,0.2,5000,4400,2295
150,800,0.19,5000,4405,2295
80,700,0.11,5000,4410,2295
110,2500,0.04,5000,4415,2295
4000,16000,0.25,5000,4420,2295
40,1100,0.04,5000,4425,2295
10,1000,0.01,5000,4540,2295
80,2500,0.03,5000,4545,2295
30,1100,0.03,5000,4550,2295
40,1300,0.03,5000,4555,2295
10,90,0.11,5000,4810,2295
NA,NA,NA,5000,2765,2290
160,400,0.4,5000,2780,2290
30,180,0.17,5000,2785,2290
50,220,0.23,5000,2790,2290
130,190,0.68,5000,2795,2290
500,600,0.83,5000,2800,2290
300,400,0.75,5000,2805,2290
250,600,0.42,5000,2810,2290
300,800,0.38,5000,2815,2290
900,1000,0.9,5000,3770,2290
600,900,0.67,5000,3775,2290
900,1500,0.6,5000,3780,2290
1200,1700,0.71,5000,3785,2290
700,900,0.78,5000,3790,2290
1100,2400,0.46,5000,3795,2290
300,1100,0.27,5000,3810,2290
220,400,0.55,5000,3815,2290
500,1000,0.5,5000,3940,2290
400,500,0.8,5000,3945,2290
700,1300,0.54,5000,4390,2290
800,2500,0.32,5000,4395,2290
150,1300,0.12,5000,4400,2290
120,500,0.24,5000,4405,2290
60,400,0.15,5000,4410,2290
90,1100,0.08,5000,4415,2290
160,1100,0.15,5000,4420,2290
80,1000,0.08,5000,4425,2290
NA,NA,NA,5000,4540,2290
30,4000,0.01,5000,4545,2290
30,1400,0.02,5000,4550,2290
30,800,0.04,5000,4555,2290
30,180,0.17,5000,4800,2290
40,240,0.17,5000,4805,2290
10,210,0.05,5000,4815,2290
0,50,0,5000,4900,2290
150,300,0.5,5000,2770,2285
150,280,0.54,5000,2775,2285
10,230,0.04,5000,2780,2285
80,500,0.16,5000,2785,2285
10,400,0.03,5000,2790,2285
40,600,0.07,5000,2795,2285
300,1200,0.25,5000,2800,2285
50,1700,0.03,5000,2805,2285
600,700,0.86,5000,3760,2285
800,1000,0.8,5000,3765,2285
1400,1700,0.82,5000,3770,2285
1300,1400,0.93,5000,3775,2285
900,1100,0.82,5000,3780,2285
600,900,0.67,5000,3785,2285
1000,1100,0.91,5000,3790,2285
900,1200,0.75,5000,3795,2285
600,1000,0.6,5000,3800,2285
220,400,0.55,5000,3805,2285
400,800,0.5,5000,3810,2285
100,500,0.2,5000,3815,2285
270,1100,0.25,5000,3940,2285
190,700,0.27,5000,3945,2285
250,1000,0.25,5000,3950,2285
NA,NA,NA,5000,3955,2285
10,1100,0.01,5000,4370,2285
0,900,0,5000,4375,2285
40,900,0.04,5000,4380,2285
60,1200,0.05,5000,4385,2285
130,900,0.14,5000,4390,2285
220,600,0.37,5000,4395,2285
130,500,0.26,5000,4400,2285
210,500,0.42,5000,4405,2285
300,900,0.33,5000,4410,2285
120,400,0.3,5000,4415,2285
140,800,0.17,5000,4420,2285
120,500,0.24,5000,4425,2285
30,200,0.15,5000,4430,2285
60,500,0.12,5000,4435,2285
20,1500,0.01,5000,4560,2285
60,2100,0.03,5000,4565,2285
40,2200,0.02,5000,4570,2285
20,1400,0.01,5000,4575,2285
150,1200,0.12,5000,4605,2285
10,80,0.12,5000,4800,2285
0,40,0,5000,4805,2285
10,210,0.05,5000,4810,2285
10,160,0.06,5000,4815,2285
NA,NA,NA,5000,4830,2285
50,180,0.28,5000,4905,2285
10,270,0.04,5000,2770,2280
10,270,0.04,5000,2775,2280
0,500,0,5000,2780,2280
10,300,0.03,5000,2785,2280
0,600,0,5000,2790,2280
0,700,0,5000,2795,2280
10,190,0.05,5000,2800,2280
10,160,0.06,5000,2805,2280
400,500,0.8,5000,3760,2280
1300,1500,0.87,5000,3765,2280
1200,1700,0.71,5000,3770,2280
1400,1600,0.88,5000,3775,2280
1100,1300,0.85,5000,3780,2280
800,1100,0.73,5000,3785,2280
800,2400,0.33,5000,3790,2280
500,1000,0.5,5000,3795,2280
600,800,0.75,5000,3800,2280
NA,NA,NA,5000,3805,2280
400,800,0.5,5000,3810,2280
280,300,0.93,5000,3815,2280
120,400,0.3,5000,3940,2280
60,500,0.12,5000,3945,2280
160,800,0.2,5000,3950,2280
NA,NA,NA,5000,3955,2280
70,1400,0.05,5000,4370,2280
40,400,0.1,5000,4375,2280
10,300,0.03,5000,4380,2280
50,800,0.06,5000,4385,2280
30,400,0.07,5000,4390,2280
120,700,0.17,5000,4395,2280
230,1100,0.21,5000,4400,2280
600,1400,0.43,5000,4405,2280
500,1100,0.45,5000,4410,2280
400,1000,0.4,5000,4415,2280
400,800,0.5,5000,4420,2280
30,130,0.23,5000,4425,2280
20,120,0.17,5000,4430,2280
190,700,0.27,5000,4435,2280
30,1500,0.02,5000,4560,2280
20,2300,0.01,5000,4565,2280
50,2100,0.02,5000,4570,2280
60,2000,0.03,5000,4575,2280
60,1200,0.05,5000,4600,2280
60,900,0.07,5000,4605,2280
30,60,0.5,5000,4900,2280
0,600,0,5000,2790,2275
0,700,0,5000,2795,2275
20,700,0.03,5000,3010,2275
0,1700,0,5000,3015,2275
0,2600,0,5000,3070,2275
0,1200,0,5000,3075,2275
260,300,0.87,5000,3710,2275
190,230,0.83,5000,3715,2275
300,800,0.38,5000,3720,2275
500,900,0.56,5000,3725,2275
170,260,0.65,5000,3730,2275
900,1000,0.9,5000,3735,2275
210,280,0.75,5000,3740,2275
1100,1200,0.92,5000,3745,2275
600,700,0.86,5000,3750,2275
1100,1200,0.92,5000,3755,2275
1200,1500,0.8,5000,3760,2275
1000,1600,0.62,5000,3765,2275
800,1000,0.8,5000,3770,2275
700,1000,0.7,5000,3775,2275
800,800,1,5000,3780,2275
700,1200,0.58,5000,3785,2275
2500,2800,0.89,5000,3790,2275
700,1400,0.5,5000,3795,2275
NA,NA,NA,5000,3865,2275
900,1100,0.82,5000,3970,2275
600,700,0.86,5000,3975,2275
70,160,0.44,5000,4010,2275
140,290,0.48,5000,4015,2275
90,130,0.69,5000,4030,2275
100,270,0.37,5000,4035,2275
50,1000,0.05,5000,4360,2275
80,700,0.11,5000,4365,2275
30,700,0.04,5000,4370,2275
40,700,0.06,5000,4375,2275
160,1200,0.13,5000,4400,2275
130,400,0.32,5000,4405,2275
600,1300,0.46,5000,4410,2275
200,900,0.22,5000,4415,2275
150,300,0.5,5000,4420,2275
600,1400,0.43,5000,4425,2275
90,800,0.11,5000,4440,2275
60,700,0.09,5000,4445,2275
110,500,0.22,5000,4450,2275
NA,NA,NA,5000,4455,2275
NA,NA,NA,5000,4460,2275
10,300,0.03,5000,4465,2275
30,1500,0.02,5000,4560,2275
70,1700,0.04,5000,4565,2275
10,500,0.02,5000,4570,2275
60,1400,0.04,5000,4575,2275
60,2700,0.02,5000,4580,2275
0,900,0,5000,4585,2275
40,1000,0.04,5000,4600,2275
130,1200,0.11,5000,4605,2275
NA,NA,NA,5000,5800,2275
0,600,0,5000,2790,2270
10,700,0.01,5000,2795,2270
20,1600,0.01,5000,3010,2270
10,1500,0.01,5000,3015,2270
10,3000,0,5000,3070,2270
0,2000,0,5000,3075,2270
700,1400,0.5,5000,3710,2270
1200,1400,0.86,5000,3715,2270
1800,2300,0.78,5000,3720,2270
1300,1800,0.72,5000,3725,2270
1100,1900,0.58,5000,3730,2270
500,600,0.83,5000,3735,2270
500,700,0.71,5000,3740,2270
800,1000,0.8,5000,3745,2270
1000,1500,0.67,5000,3750,2270
1500,1800,0.83,5000,3755,2270
700,1200,0.58,5000,3760,2270
600,1000,0.6,5000,3765,2270
400,500,0.8,5000,3770,2270
700,2300,0.3,5000,3775,2270
700,1000,0.7,5000,3780,2270
800,1200,0.67,5000,3785,2270
500,700,0.71,5000,3790,2270
400,600,0.67,5000,3795,2270
800,1600,0.5,5000,3970,2270
600,800,0.75,5000,3975,2270
600,700,0.86,5000,4010,2270
280,300,0.93,5000,4015,2270
400,400,1,5000,4030,2270
210,250,0.84,5000,4035,2270
80,1400,0.06,5000,4360,2270
40,1700,0.02,5000,4365,2270
60,800,0.07,5000,4370,2270
120,2200,0.05,5000,4375,2270
230,700,0.33,5000,4400,2270
700,2000,0.35,5000,4405,2270
80,300,0.27,5000,4410,2270
600,1700,0.35,5000,4415,2270
120,400,0.3,5000,4420,2270
400,700,0.57,5000,4425,2270
20,290,0.07,5000,4440,2270
400,1800,0.22,5000,4445,2270
90,700,0.13,5000,4450,2270
190,700,0.27,5000,4455,2270
70,240,0.29,5000,4460,2270
20,140,0.14,5000,4465,2270
30,1400,0.02,5000,4560,2270
180,1800,0.1,5000,4565,2270
500,1900,0.26,5000,4570,2270
180,2300,0.08,5000,4575,2270
90,2800,0.03,5000,4580,2270
20,1700,0.01,5000,4585,2270
30,4000,0.01,5000,4600,2270
100,1200,0.08,5000,4605,2270
0,500,0,5000,4845,2270
20,800,0.03,5000,4850,2270
10,400,0.03,5000,4855,2270
20,700,0.03,5000,4860,2270
0,190,0,5000,4875,2270
120,700,0.17,5000,2780,2265
200,500,0.4,5000,2785,2265
130,500,0.26,5000,2790,2265
80,600,0.13,5000,2795,2265
10,40,0.25,5000,2880,2265
0,60,0,5000,2885,2265
500,1600,0.31,5000,3690,2265
900,2100,0.43,5000,3695,2265
1100,1500,0.73,5000,3710,2265
1000,1800,0.56,5000,3715,2265
1000,1100,0.91,5000,3720,2265
1100,1200,0.92,5000,3725,2265
260,800,0.32,5000,3730,2265
1000,1300,0.77,5000,3735,2265
900,1300,0.69,5000,3740,2265
1200,1700,0.71,5000,3745,2265
900,1200,0.75,5000,3750,2265
600,900,0.67,5000,3755,2265
700,800,0.88,5000,3760,2265
500,2200,0.23,5000,3765,2265
1100,2700,0.41,5000,3770,2265
500,1100,0.45,5000,3775,2265
170,700,0.24,5000,3780,2265
280,700,0.4,5000,3785,2265
260,400,0.65,5000,4020,2265
160,600,0.27,5000,4025,2265
400,500,0.8,5000,4030,2265
400,500,0.8,5000,4035,2265
250,700,0.36,5000,4410,2265
190,400,0.48,5000,4415,2265
200,400,0.5,5000,4420,2265
140,260,0.54,5000,4425,2265
400,800,0.5,5000,4430,2265
NA,NA,NA,5000,4435,2265
110,700,0.16,5000,4440,2265
260,1000,0.26,5000,4445,2265
110,600,0.18,5000,4450,2265
40,500,0.08,5000,4455,2265
170,1000,0.17,5000,4460,2265
400,1600,0.25,5000,4465,2265
80,900,0.09,5000,4470,2265
160,400,0.4,5000,4475,2265
30,1500,0.02,5000,4490,2265
20,2100,0.01,5000,4495,2265
250,2000,0.12,5000,4570,2265
900,2100,0.43,5000,4575,2265
20,900,0.02,5000,4590,2265
0,1600,0,5000,4595,2265
10,400,0.03,5000,4845,2265
10,600,0.02,5000,4875,2265
180,700,0.26,5000,2780,2260
160,600,0.27,5000,2785,2260
130,600,0.22,5000,2790,2260
130,600,0.22,5000,2795,2260
210,600,0.35,5000,2880,2260
50,200,0.25,5000,2885,2260
290,1200,0.24,5000,3690,2260
700,1400,0.5,5000,3695,2260
500,1000,0.5,5000,3710,2260
1500,1800,0.83,5000,3715,2260
1000,1200,0.83,5000,3720,2260
1000,1100,0.91,5000,3725,2260
1000,1300,0.77,5000,3730,2260
700,1100,0.64,5000,3735,2260
900,1200,0.75,5000,3740,2260
700,900,0.78,5000,3745,2260
900,1800,0.5,5000,3750,2260
800,1500,0.53,5000,3755,2260
1000,1300,0.77,5000,3760,2260
220,230,0.96,5000,3765,2260
400,600,0.67,5000,3770,2260
130,280,0.46,5000,3775,2260
600,700,0.86,5000,4020,2260
400,800,0.5,5000,4025,2260
500,600,0.83,5000,4030,2260
300,1400,0.21,5000,4410,2260
160,600,0.27,5000,4415,2260
160,400,0.4,5000,4420,2260
1000,1700,0.59,5000,4425,2260
130,280,0.46,5000,4430,2260
600,1000,0.6,5000,4435,2260
NA,NA,NA,5000,4440,2260
90,180,0.5,5000,4445,2260
270,1000,0.27,5000,4450,2260
150,800,0.19,5000,4455,2260
40,130,0.31,5000,4460,2260
70,600,0.12,5000,4465,2260
300,4000,0.07,5000,4470,2260
80,500,0.16,5000,4475,2260
10,400,0.03,5000,4490,2260
10,700,0.01,5000,4495,2260
170,1000,0.17,5000,4570,2260
150,1500,0.1,5000,4575,2260
10,2300,0,5000,4590,2260
10,500,0.02,5000,4595,2260
130,400,0.32,5000,4920,2260
20,280,0.07,5000,2765,2255
40,500,0.08,5000,2770,2255
120,300,0.4,5000,2775,2255
50,700,0.07,5000,2780,2255
60,800,0.07,5000,2785,2255
40,300,0.13,5000,2790,2255
30,300,0.1,5000,2795,2255
10,280,0.04,5000,2800,2255
0,500,0,5000,2805,2255
0,2800,0,5000,3030,2255
0,1500,0,5000,3035,2255
100,2100,0.05,5000,3250,2255
400,2200,0.18,5000,3255,2255
1100,1700,0.65,5000,3260,2255
900,1100,0.82,5000,3265,2255
0,600,0,5000,3520,2255
0,800,0,5000,3525,2255
700,1600,0.44,5000,3680,2255
300,600,0.5,5000,3685,2255
400,700,0.57,5000,3690,2255
500,900,0.56,5000,3695,2255
400,400,1,5000,3720,2255
400,600,0.67,5000,3725,2255
900,1300,0.69,5000,3730,2255
600,900,0.67,5000,3735,2255
600,700,0.86,5000,4010,2255
210,220,0.95,5000,4015,2255
400,700,0.57,5000,4430,2255
60,100,0.6,5000,4435,2255
NA,NA,NA,5000,4440,2255
NA,NA,NA,5000,4445,2255
50,600,0.08,5000,4460,2255
90,1000,0.09,5000,4465,2255
0,1700,0,5000,4590,2255
30,1400,0.02,5000,4595,2255
30,2700,0.01,5000,4600,2255
10,1100,0.01,5000,4605,2255
20,2100,0.01,5000,4610,2255
40,2700,0.01,5000,4615,2255
10,20,0.5,5000,4930,2255
0,250,0,5000,2765,2250
30,400,0.07,5000,2770,2250
30,800,0.04,5000,2775,2250
100,700,0.14,5000,2780,2250
140,700,0.2,5000,2785,2250
50,600,0.08,5000,2790,2250
70,500,0.14,5000,2795,2250
50,500,0.1,5000,2800,2250
40,1300,0.03,5000,2805,2250
10,1600,0.01,5000,3030,2250
0,1400,0,5000,3035,2250
180,2800,0.06,5000,3250,2250
500,1600,0.31,5000,3255,2250
400,1100,0.36,5000,3260,2250
700,1500,0.47,5000,3265,2250
1200,1700,0.71,5000,3680,2250
900,1500,0.6,5000,3685,2250
600,1100,0.55,5000,3690,2250
220,800,0.28,5000,3695,2250
1000,1100,0.91,5000,3720,2250
900,1100,0.82,5000,3725,2250
700,800,0.88,5000,3730,2250
900,1100,0.82,5000,3735,2250
400,500,0.8,5000,4010,2250
600,800,0.75,5000,4015,2250
220,400,0.55,5000,4430,2250
40,600,0.07,5000,4435,2250
800,3000,0.27,5000,4440,2250
NA,NA,NA,5000,4445,2250
70,1000,0.07,5000,4460,2250
50,600,0.08,5000,4465,2250
20,1500,0.01,5000,4590,2250
10,1500,0.01,5000,4595,2250
20,1700,0.01,5000,4600,2250
10,1500,0.01,5000,4605,2250
30,1400,0.02,5000,4610,2250
20,2100,0.01,5000,4615,2250
10,100,0.1,5000,4845,2250
NA,NA,NA,5000,4850,2250
20,70,0.29,5000,4855,2250
160,250,0.64,5000,4920,2250
NA,NA,NA,5000,4935,2250
0,300,0,5000,2765,2245
40,400,0.1,5000,2770,2245
20,400,0.05,5000,2775,2245
60,500,0.12,5000,2780,2245
30,400,0.07,5000,2785,2245
30,500,0.06,5000,2790,2245
140,700,0.2,5000,2795,2245
250,600,0.42,5000,2800,2245
80,600,0.13,5000,2805,2245
10,700,0.01,5000,2810,2245
0,400,0,5000,2815,2245
40,300,0.13,5000,2880,2245
40,600,0.07,5000,2885,2245
0,600,0,5000,2890,2245
10,500,0.02,5000,2895,2245
10,400,0.03,5000,2900,2245
10,600,0.02,5000,2905,2245
120,2000,0.06,5000,3260,2245
400,2200,0.18,5000,3265,2245
700,1800,0.39,5000,3270,2245
1400,1500,0.93,5000,3275,2245
500,600,0.83,5000,3720,2245
500,1200,0.42,5000,3725,2245
240,500,0.48,5000,3740,2245
210,300,0.7,5000,3745,2245
400,500,0.8,5000,4000,2245
1100,1100,1,5000,4005,2245
NA,NA,NA,5000,4420,2245
300,4000,0.07,5000,4425,2245
30,210,0.14,5000,4455,2245
90,1700,0.05,5000,4460,2245
70,1700,0.04,5000,4465,2245
70,1100,0.06,5000,4470,2245
70,1300,0.05,5000,4475,2245
10,700,0.01,5000,4540,2245
0,400,0,5000,4545,2245
60,1400,0.04,5000,4560,2245
150,600,0.25,5000,4565,2245
0,900,0,5000,4575,2245
10,1500,0.01,5000,4580,2245
0,1300,0,5000,4585,2245
20,1900,0.01,5000,4590,2245
10,2100,0,5000,4595,2245
30,3000,0.01,5000,4600,2245
20,1800,0.01,5000,4605,2245
100,110,0.91,5000,4855,2245
10,30,0.33,5000,4865,2245
10,80,0.12,5000,4930,2245
0,120,0,5000,4935,2245
20,800,0.03,5000,2765,2240
40,500,0.08,5000,2770,2240
20,400,0.05,5000,2775,2240
10,700,0.01,5000,2780,2240
80,500,0.16,5000,2785,2240
70,800,0.09,5000,2790,2240
80,600,0.13,5000,2795,2240
210,800,0.26,5000,2800,2240
70,700,0.1,5000,2805,2240
10,500,0.02,5000,2810,2240
20,700,0.03,5000,2815,2240
90,900,0.1,5000,2880,2240
60,900,0.07,5000,2885,2240
10,1000,0.01,5000,2890,2240
40,1000,0.04,5000,2895,2240
10,500,0.02,5000,2900,2240
50,900,0.06,5000,2905,2240
130,3000,0.04,5000,3260,2240
220,2300,0.1,5000,3265,2240
1200,2200,0.55,5000,3270,2240
1500,1800,0.83,5000,3275,2240
190,250,0.76,5000,3720,2240
160,190,0.84,5000,3725,2240
400,400,1,5000,3740,2240
600,600,1,5000,3745,2240
600,700,0.86,5000,4000,2240
1100,1100,1,5000,4005,2240
30,1800,0.02,5000,4420,2240
20,1600,0.01,5000,4425,2240
90,1700,0.05,5000,4450,2240
30,300,0.1,5000,4455,2240
80,1500,0.05,5000,4460,2240
70,1900,0.04,5000,4465,2240
50,900,0.06,5000,4470,2240
10,600,0.02,5000,4475,2240
10,1500,0.01,5000,4540,2240
10,2200,0,5000,4545,2240
30,1200,0.03,5000,4560,2240
200,2500,0.08,5000,4565,2240
20,900,0.02,5000,4570,2240
10,2000,0,5000,4575,2240
10,1600,0.01,5000,4580,2240
10,2200,0,5000,4585,2240
20,1400,0.01,5000,4590,2240
10,1500,0.01,5000,4595,2240
10,1900,0.01,5000,4600,2240
30,2300,0.01,5000,4605,2240
10,1000,0.01,5000,4930,2240
0,1200,0,5000,4935,2240
0,20,0,5000,2760,2235
10,1100,0.01,5000,2765,2235
20,800,0.03,5000,2770,2235
10,500,0.02,5000,2775,2235
110,800,0.14,5000,2780,2235
90,500,0.18,5000,2785,2235
70,600,0.12,5000,2790,2235
20,160,0.12,5000,2795,2235
40,500,0.08,5000,2800,2235
120,700,0.17,5000,2805,2235
40,500,0.08,5000,2810,2235
10,400,0.03,5000,2815,2235
10,600,0.02,5000,2860,2235
40,700,0.06,5000,2865,2235
70,600,0.12,5000,2870,2235
50,900,0.06,5000,2875,2235
70,900,0.08,5000,2880,2235
30,1100,0.03,5000,2885,2235
60,1000,0.06,5000,2890,2235
60,800,0.07,5000,2895,2235
10,210,0.05,5000,2900,2235
70,600,0.12,5000,2905,2235
40,700,0.06,5000,2910,2235
20,800,0.03,5000,2915,2235
0,1300,0,5000,2930,2235
20,1000,0.02,5000,2935,2235
20,1400,0.01,5000,2940,2235
0,120,0,5000,2945,2235
2200,2400,0.92,5000,3280,2235
900,1100,0.82,5000,3285,2235
1000,1400,0.71,5000,3290,2235
180,700,0.26,5000,3295,2235
600,1000,0.6,5000,3300,2235
300,900,0.33,5000,3305,2235
600,2500,0.24,5000,3310,2235
180,1600,0.11,5000,3315,2235
600,800,0.75,5000,3730,2235
170,200,0.85,5000,3735,2235
NA,NA,NA,5000,3740,2235
500,600,0.83,5000,3745,2235
NA,NA,NA,5000,3750,2235
200,240,0.83,5000,3970,2235
400,400,1,5000,3975,2235
70,1200,0.06,5000,4460,2235
60,1300,0.05,5000,4465,2235
10,800,0.01,5000,4470,2235
90,1100,0.08,5000,4475,2235
30,1100,0.03,5000,4480,2235
20,700,0.03,5000,4485,2235
70,1600,0.04,5000,4580,2235
50,2700,0.02,5000,4585,2235
10,800,0.01,5000,4590,2235
50,2100,0.02,5000,4595,2235
20,2200,0.01,5000,4600,2235
10,2000,0,5000,4605,2235
20,2400,0.01,5000,4610,2235
10,1000,0.01,5000,4615,2235
10,600,0.02,5000,4630,2235
130,600,0.22,5000,4825,2235
0,500,0,5000,2760,2230
0,600,0,5000,2765,2230
30,1100,0.03,5000,2770,2230
70,1100,0.06,5000,2775,2230
120,1000,0.12,5000,2780,2230
60,800,0.07,5000,2785,2230
80,700,0.11,5000,2790,2230
50,400,0.12,5000,2795,2230
40,400,0.1,5000,2800,2230
40,400,0.1,5000,2805,2230
50,300,0.17,5000,2810,2230
10,500,0.02,5000,2815,2230
60,800,0.07,5000,2860,2230
130,700,0.19,5000,2865,2230
40,500,0.08,5000,2870,2230
20,1000,0.02,5000,2875,2230
10,1000,0.01,5000,2880,2230
20,900,0.02,5000,2885,2230
40,600,0.07,5000,2890,2230
190,900,0.21,5000,2895,2230
140,900,0.16,5000,2900,2230
10,190,0.05,5000,2905,2230
10,1200,0.01,5000,2910,2230
10,900,0.01,5000,2915,2230
10,1400,0.01,5000,2930,2230
20,800,0.03,5000,2935,2230
30,1000,0.03,5000,2940,2230
40,1600,0.03,5000,2945,2230
1000,1700,0.59,5000,3280,2230
800,1100,0.73,5000,3285,2230
600,1200,0.5,5000,3290,2230
90,500,0.18,5000,3295,2230
210,700,0.3,5000,3300,2230
400,2000,0.2,5000,3305,2230
400,1200,0.33,5000,3310,2230
800,1500,0.53,5000,3315,2230
240,250,0.96,5000,3730,2230
400,600,0.67,5000,3735,2230
500,500,1,5000,3745,2230
NA,NA,NA,5000,3975,2230
70,600,0.12,5000,4460,2230
150,3000,0.05,5000,4465,2230
0,600,0,5000,4470,2230
150,700,0.21,5000,4475,2230
100,800,0.12,5000,4480,2230
20,210,0.1,5000,4485,2230
40,1200,0.03,5000,4580,2230
10,1000,0.01,5000,4585,2230
10,1400,0.01,5000,4590,2230
60,2200,0.03,5000,4595,2230
10,1400,0.01,5000,4600,2230
20,700,0.03,5000,4605,2230
30,2200,0.01,5000,4610,2230
30,800,0.04,5000,4615,2230
40,400,0.1,5000,4630,2230
30,60,0.5,5000,4820,2230
20,40,0.5,5000,4825,2230
70,110,0.64,5000,4925,2230
0,60,0,5000,4950,2230
160,1200,0.13,5000,2780,2225
50,600,0.08,5000,2785,2225
60,400,0.15,5000,2790,2225
110,500,0.22,5000,2795,2225
110,500,0.22,5000,2800,2225
160,500,0.32,5000,2805,2225
50,260,0.19,5000,2810,2225
10,400,0.03,5000,2815,2225
70,500,0.14,5000,2860,2225
70,600,0.12,5000,2865,2225
60,800,0.07,5000,2870,2225
10,900,0.01,5000,2875,2225
60,1200,0.05,5000,2880,2225
80,900,0.09,5000,2885,2225
260,900,0.29,5000,2890,2225
110,800,0.14,5000,2895,2225
130,800,0.16,5000,2900,2225
30,800,0.04,5000,2905,2225
40,900,0.04,5000,2910,2225
10,1200,0.01,5000,2915,2225
0,1100,0,5000,2920,2225
10,600,0.02,5000,2925,2225
10,800,0.01,5000,2930,2225
20,1000,0.02,5000,2935,2225
0,230,0,5000,2940,2225
20,1000,0.02,5000,2945,2225
40,500,0.08,5000,3280,2225
210,500,0.42,5000,3285,2225
500,1400,0.36,5000,3290,2225
180,800,0.22,5000,3295,2225
400,2400,0.17,5000,3300,2225
400,1500,0.27,5000,3305,2225
200,1700,0.12,5000,3310,2225
290,1200,0.24,5000,3315,2225
10,1900,0.01,5000,3330,2225
100,3000,0.03,5000,3335,2225
170,1600,0.11,5000,3360,2225
500,1800,0.28,5000,3365,2225
NA,NA,NA,5000,3720,2225
700,900,0.78,5000,3725,2225
NA,NA,NA,5000,3975,2225
100,700,0.14,5000,4365,2225
500,1900,0.26,5000,4470,2225
300,1400,0.21,5000,4475,2225
40,1000,0.04,5000,4480,2225
140,2900,0.05,5000,4485,2225
50,2500,0.02,5000,4500,2225
20,900,0.02,5000,4505,2225
20,1200,0.02,5000,4510,2225
190,7000,0.03,5000,4515,2225
20,800,0.03,5000,4520,2225
20,1400,0.01,5000,4525,2225
10,2300,0,5000,4590,2225
20,1200,0.02,5000,4595,2225
10,1100,0.01,5000,4600,2225
30,1400,0.02,5000,4605,2225
30,1200,0.03,5000,4610,2225
80,2000,0.04,5000,4615,2225
30,1200,0.03,5000,4620,2225
80,1100,0.07,5000,4625,2225
80,900,0.09,5000,4630,2225
40,70,0.57,5000,4940,2225
40,70,0.57,5000,4945,2225
400,1600,0.25,5000,5520,2225
210,500,0.42,5000,5525,2225
50,500,0.1,5000,5530,2225
150,1400,0.11,5000,5535,2225
20,2700,0.01,5000,5650,2225
50,1700,0.03,5000,5655,2225
20,900,0.02,5000,5660,2225
150,1600,0.09,5000,5665,2225
50,400,0.12,5000,2780,2220
210,800,0.26,5000,2785,2220
150,600,0.25,5000,2790,2220
110,500,0.22,5000,2795,2220
60,250,0.24,5000,2800,2220
80,300,0.27,5000,2805,2220
60,300,0.2,5000,2810,2220
30,300,0.1,5000,2815,2220
10,800,0.01,5000,2860,2220
20,600,0.03,5000,2865,2220
20,1800,0.01,5000,2870,2220
40,1300,0.03,5000,2875,2220
140,1300,0.11,5000,2880,2220
150,1200,0.12,5000,2885,2220
100,700,0.14,5000,2890,2220
90,1600,0.06,5000,2895,2220
20,1000,0.02,5000,2900,2220
40,800,0.05,5000,2905,2220
20,700,0.03,5000,2910,2220
10,700,0.01,5000,2915,2220
0,300,0,5000,2920,2220
0,1000,0,5000,2925,2220
0,700,0,5000,2930,2220
20,1500,0.01,5000,2935,2220
0,500,0,5000,2940,2220
20,1000,0.02,5000,2945,2220
NA,NA,NA,5000,3285,2220
170,1200,0.14,5000,3290,2220
240,800,0.3,5000,3295,2220
230,1300,0.18,5000,3300,2220
250,1400,0.18,5000,3305,2220
250,1700,0.15,5000,3310,2220
700,1800,0.39,5000,3315,2220
250,2800,0.09,5000,3330,2220
140,1000,0.14,5000,3335,2220
500,2500,0.2,5000,3360,2220
40,1900,0.02,5000,3365,2220
NA,NA,NA,5000,3720,2220
400,400,1,5000,3725,2220
170,170,1,5000,3730,2220
210,260,0.81,5000,3735,2220
0,400,0,5000,4365,2220
400,1500,0.27,5000,4470,2220
60,600,0.1,5000,4475,2220
20,1200,0.02,5000,4480,2220
